FIR_ID,Police Station Name,District,FIR Number,Date & Time of Registration,Type of Information,Date of Occurrence,Place of Occurrence,Complainant Name,Father/Mother's Name,Age,Gender,Address,Contact Number,ID Proof Details,Accused Name,Accused Father's Name,Accused Address,IPC Sections,Nature of Offence,Complaint Body,Property Details,Action Taken,Complainant Signature,Duty Officer Name,Duty Officer Rank,Duty Officer Badge No,Priority,Date/Time,Police Station,Complainant Age,Complainant Gender,Complainant ID Type,Complainant Address,Accused Age,Accused Gender,Accused ID Type,Crime Location,IPC Section,Status,Investigating Officer,Badge ID
1408.0,Chaksu PS,Jhunjhunu,FIR/2025/1408,07-09-2025 10:18 PM,Written,18-10-2024,at Sindhi Camp Bus Stand,Dinesh Saini,Rukhsar Khan,20.0,Male,"3, Kishangarh, Nathdwara",9625347165.0,Aadhar Card,Nitin Meena,Kalpana Devi,"3, Kishangarh, Nathdwara",IPC 133,lost property,Valuable item went missing. No suspects identified.,Not applicable,Case registered and investigation taken up,Signed,Inspector Rahul Dudi,Sub-Inspector,RJ2162,Low,,,,,,,,,,,,,,
1409.0,Mansarovar PS,Dausa,FIR/2025/1409,07-09-2025 10:18 PM,Written,06-04-2025,outside Raj Mandir Cinema,Kiran Kumari,Pooja Sharma,55.0,Male,"83, Neem Ka Thana, Nagaur",9983048940.0,Aadhar Card,Rajesh Solanki,Ravi Meena,"83, Neem Ka Thana, Nagaur",IPC 112,robbery with weapon,A case of robbery with weapon was reported near outside Raj Mandir Cinema.,Not applicable,Case registered and investigation taken up,Signed,SI Kavita Meena,Sub-Inspector,RJ3077,High,,,,,,,,,,,,,,
1414.0,Kota Junction PS,Barmer,FIR/2025/1414,07-09-2025 10:18 PM,Written,25-06-2025,at the junction near Chandpole,Rohit Gurjar,Iqbal Hussain,58.0,Female,"198, C-Scheme, Nagaur",9497668106.0,Aadhar Card,Unknown person(s),,,IPC 259,murder,"An act of homicide occurred, resulting in fatal injuries.",Not applicable,Case registered and investigation taken up,Signed,ASI Dinesh Saini,Sub-Inspector,RJ6158,High,,,,,,,,,,,,,,
1415.0,Fatehpur PS,Kota,FIR/2025/1415,07-09-2025 10:18 PM,Written,14-06-2025,at the toll plaza on NH-8,Imran Khan,Babita Kumari,47.0,Male,"145, Amer, Ajmer",9348728274.0,Aadhar Card,Anil Kumar,Lokesh Kumawat,"145, Amer, Ajmer",IPC 303,manslaughter,A case of manslaughter was reported near at the toll plaza on NH-8.,Not applicable,Case registered and investigation taken up,Signed,SI Priya Choudhary,Sub-Inspector,RJ6202,High,,,,,,,,,,,,,,
1416.0,Tijara PS,Jaipur,FIR/2025/1416,07-09-2025 10:18 PM,Written,01-08-2025,near the railway station in Bharatpur,Geeta Bai,Laxmi Bai,40.0,Male,"47, Adarsh Nagar, Sawai Madhopur",9353140004.0,Aadhar Card,Unknown person(s),,,IPC 246,minor scuffle,Scuffle between two individuals. Matter resolved.,Not applicable,Case registered and investigation taken up,Signed,ASI Tariq Hussain,Sub-Inspector,RJ4824,Low,,,,,,,,,,,,,,
1419.0,Kotputli PS,Udaipur,FIR/2025/1419,07-09-2025 10:18 PM,Written,18-05-2025,outside Raj Mandir Cinema,Mahendra Rathore,Vikas Dangi,46.0,Female,"126, Moti Dungri Road, Churu",9119309922.0,Aadhar Card,Gita Bai,Naseem Ahmed,"126, Moti Dungri Road, Churu",IPC 289,car theft,A case of car theft was reported near outside Raj Mandir Cinema.,Not applicable,Case registered and investigation taken up,Signed,SI Kavita Meena,Sub-Inspector,RJ6794,Medium,,,,,,,,,,,,,,
1420.0,Mansarovar PS,Sikar,FIR/2025/1420,07-09-2025 10:18 PM,Written,21-10-2024,outside the cyber café in Sodala,Sarita Kumari,Nawaz Khan,35.0,Male,"67, Laxmi Colony, Chittorgarh",9535627814.0,Aadhar Card,Unknown person(s),,,IPC 366,manslaughter,A case of manslaughter was reported near outside the cyber café in Sodala.,Not applicable,Case registered and investigation taken up,Signed,Inspector Neha Solanki,Sub-Inspector,RJ4668,High,,,,,,,,,,,,,,
1421.0,Dudu PS,Jodhpur,FIR/2025/1421,07-09-2025 10:18 PM,Written,14-06-2025,at the village chowk in Chaksu,Tariq Khan,Sanjay Rathore,58.0,Female,"109, Village Bassi, Bhiwadi",9481500928.0,Aadhar Card,Unknown person(s),,,IPC 122,minor stealing,A case of minor stealing was reported near at the village chowk in Chaksu.,Not applicable,Case registered and investigation taken up,Signed,SI Laxmi Bai,Sub-Inspector,RJ7606,Low,,,,,,,,,,,,,,
1422.0,Sodala PS,Jaipur,FIR/2025/1422,07-09-2025 10:18 PM,Written,16-06-2025,near the park in Nirman Nagar,Kishan Suthar,Suresh Saini,24.0,Male,"30, Rajendra Vihar, Karauli",9475445562.0,Aadhar Card,Unknown person(s),,,IPC 498,gunpoint theft,A case of gunpoint theft was reported near near the park in Nirman Nagar.,Not applicable,Case registered and investigation taken up,Signed,SI Shalini Verma,Sub-Inspector,RJ7942,High,,,,,,,,,,,,,,
1427.0,Deeg PS,Chittorgarh,FIR/2025/1427,07-09-2025 10:18 PM,Written,16-08-2025,at the railway crossing in Jagatpura,Javed Ali,Geeta Bai,43.0,Male,"20, Losal, Pali",9711859719.0,Aadhar Card,Ashok Kumawat,Anjum Bano,"20, Losal, Pali",IPC 491,property conflict,A case of property conflict was reported near at the railway crossing in Jagatpura.,Not applicable,Case registered and investigation taken up,Signed,Inspector Ashok Kumawat,Sub-Inspector,RJ9963,Medium,,,,,,,,,,,,,,
1428.0,Chaksu PS,Pali,FIR/2025/1428,07-09-2025 10:18 PM,Written,14-12-2024,outside the school in Bagru,Neha Solanki,Anita Kumari,30.0,Female,"98, Moti Dungri Road, Rajsamand",9289061113.0,Aadhar Card,Shahrukh Khan,Saira Begum,"98, Moti Dungri Road, Rajsamand",IPC 128,break-in,A case of break-in was reported near outside the school in Bagru.,Not applicable,Case registered and investigation taken up,Signed,SI Anjum Bano,Sub-Inspector,RJ1481,Medium,,,,,,,,,,,,,,
1430.0,Mansarovar PS,Bikaner,FIR/2025/1430,07-09-2025 10:18 PM,Written,30-11-2024,in Mansarovar Sector 9,Harish Meena,Ajay Nagar,21.0,Female,"145, Rajendra Vihar, Tonk",9774473179.0,Aadhar Card,Unknown person(s),,,IPC 169,sexual assault,A case of sexual assault was reported near in Mansarovar Sector 9.,Not applicable,Case registered and investigation taken up,Signed,Inspector Kanchan Devi,Sub-Inspector,RJ5288,High,,,,,,,,,,,,,,
1437.0,Gopalpura PS,Jhunjhunu,FIR/2025/1437,07-09-2025 10:18 PM,Written,20-07-2025,near the tea stall in Ramganj,Zahid Khan,Imran Khan,57.0,Female,"140, Malviya Nagar, Jhalawar",9181001968.0,Aadhar Card,Unknown person(s),,,IPC 110,intimidation,A case of intimidation was reported near near the tea stall in Ramganj.,Not applicable,Case registered and investigation taken up,Signed,ASI Tariq Hussain,Sub-Inspector,RJ4732,Medium,,,,,,,,,,,,,,
1438.0,Beawar PS,Tonk,FIR/2025/1438,07-09-2025 10:18 PM,Written,22-01-2025,near Jawahar Circle,Lokesh Kumawat,Yogesh Purohit,20.0,Female,"29, Indira Nagar, Ajmer",9568733142.0,Aadhar Card,Ravi Meena,Rukhsar Khan,"29, Indira Nagar, Ajmer",IPC 367,non-fatal accident,A road accident occurred. Minor injuries reported.,Not applicable,Case registered and investigation taken up,Signed,ASI Dinesh Saini,Sub-Inspector,RJ7677,Medium,,,,,,,,,,,,,,
1441.0,Kota Junction PS,Jaisalmer,FIR/2025/1441,07-09-2025 10:18 PM,Written,06-10-2024,outside the coaching center in Gopalpura,Santoshi Devi,Salman Khan,30.0,Female,"159, Subhash Chowk, Jodhpur",9207831504.0,Aadhar Card,Unknown person(s),,,IPC 437,public nuisance,Noise complaint received. Accused warned.,Not applicable,Case registered and investigation taken up,Signed,SI Babita Kumari,Sub-Inspector,RJ1225,Low,,,,,,,,,,,,,,
1443.0,Bayana PS,Ajmer,FIR/2025/1443,07-09-2025 10:18 PM,Written,09-11-2024,outside the post office in Adarsh Nagar,Nazma Bano,Salman Khan,49.0,Female,"171, Rajendra Vihar, Dungarpur",9444983059.0,Aadhar Card,Unknown person(s),,,IPC 104,violent attack,A case of violent attack was reported near outside the post office in Adarsh Nagar.,Not applicable,Case registered and investigation taken up,Signed,Inspector Nisha Kumari,Sub-Inspector,RJ4895,High,,,,,,,,,,,,,,
1446.0,Deeg PS,Dausa,FIR/2025/1446,07-09-2025 10:18 PM,Written,06-10-2024,at the toll plaza on NH-8,Mohammad Aslam,Rohit Gurjar,28.0,Male,"174, Bagru, Barmer",9671275953.0,Aadhar Card,Nitin Meena,Kalpana Devi,"174, Bagru, Barmer",IPC 221,boundary violation,A case of boundary violation was reported near at the toll plaza on NH-8.,Not applicable,Case registered and investigation taken up,Signed,Inspector Kusum Lata,Sub-Inspector,RJ2069,Medium,,,,,,,,,,,,,,
1448.0,Hiran Magri PS,Chittorgarh,FIR/2025/1448,07-09-2025 10:18 PM,Written,15-10-2024,near the college gate in Dausa,Mukesh Kumawat,Nisha Kumari,60.0,Female,"191, Sodala, Chomu",9715561789.0,Aadhar Card,Sarita Kumari,Suresh Saini,"191, Sodala, Chomu",IPC 213,minor scuffle,A minor fight broke out. No injuries reported.,Not applicable,Case registered and investigation taken up,Signed,Inspector Farzana Bano,Sub-Inspector,RJ7265,Low,,,,,,,,,,,,,,
1449.0,Fatehpur PS,Jaipur,FIR/2025/1449,07-09-2025 10:18 PM,Written,12-01-2025,at the police outpost in Ajmer,Razia Bano,Meena Kumari,40.0,Male,"190, Gandhi Path, Makrana",9289750936.0,Aadhar Card,Laxmi Bai,Lubna Bano,"190, Gandhi Path, Makrana",IPC 258,digital theft,A case of digital theft was reported near at the police outpost in Ajmer.,Not applicable,Case registered and investigation taken up,Signed,ASI Dinesh Saini,Sub-Inspector,RJ5929,Medium,,,,,,,,,,,,,,
1452.0,Ramganj PS,Pali,FIR/2025/1452,07-09-2025 10:18 PM,Written,16-08-2025,outside Gaurav Tower,Javed Ali,Pooja Sharma,26.0,Male,"123, Moti Dungri Road, Nathdwara",9288689863.0,Aadhar Card,Reema Kumari,Anita Kumari,"123, Moti Dungri Road, Nathdwara",IPC 428,housebreaking,A case of housebreaking was reported near outside Gaurav Tower.,Not applicable,Case registered and investigation taken up,Signed,SI Kiran Kumari,Sub-Inspector,RJ8090,Medium,,,,,,,,,,,,,,
1453.0,Talwandi PS,Jodhpur,FIR/2025/1453,07-09-2025 10:18 PM,Written,15-08-2025,at the junction near Chandpole,Heena Kumari,Chanda Devi,21.0,Female,"146, Nasirabad, Abu Road",9797454582.0,Aadhar Card,Unknown person(s),,,IPC 331,break-in,A case of break-in was reported near at the junction near Chandpole.,Not applicable,Case registered and investigation taken up,Signed,ASI Shahrukh Khan,Sub-Inspector,RJ2489,Medium,,,,,,,,,,,,,,
1457.0,Gogunda PS,Alwar,FIR/2025/1457,07-09-2025 10:18 PM,Written,13-08-2025,outside the cyber café in Sodala,Aman Khan,Archana Kumari,61.0,Male,"195, Adarsh Nagar, Alwar",9152296596.0,Aadhar Card,Kishan Suthar,Sunita Kumari,"195, Adarsh Nagar, Alwar",IPC 420,online fraud,A case of online fraud was reported near outside the cyber café in Sodala.,Not applicable,Case registered and investigation taken up,Signed,SI Shalini Verma,Sub-Inspector,RJ9816,Medium,,,,,,,,,,,,,,
1458.0,Talwandi PS,Ajmer,FIR/2025/1458,07-09-2025 10:18 PM,Written,06-05-2025,at Sindhi Camp Bus Stand,Chanda Devi,Rohit Gurjar,28.0,Female,"76, Vaishali Nagar, Bhiwadi",9669467732.0,Aadhar Card,Kusum Lata,Gopal Mali,"76, Vaishali Nagar, Bhiwadi",IPC 475,extremism,A case of extremism was reported near at Sindhi Camp Bus Stand.,Not applicable,Case registered and investigation taken up,Signed,Inspector Rahul Dudi,Sub-Inspector,RJ2334,High,,,,,,,,,,,,,,
1460.0,Neem Ka Thana PS,Pali,FIR/2025/1460,07-09-2025 10:18 PM,Written,06-08-2025,outside Raj Mandir Cinema,Mukesh Kumawat,Salman Khan,52.0,Female,"193, Subhash Chowk, Banswara",9650766547.0,Aadhar Card,Unknown person(s),,,IPC 108,extremism,A case of extremism was reported near outside Raj Mandir Cinema.,Not applicable,Case registered and investigation taken up,Signed,ASI Ajay Nagar,Sub-Inspector,RJ7546,High,,,,,,,,,,,,,,
1465.0,Dausa PS,Dausa,FIR/2025/1465,07-09-2025 10:18 PM,Written,25-10-2024,outside the dispensary in Mansarovar,Geeta Bai,Manju Devi,34.0,Female,"153, Vaishali Nagar, Jaipur",9664599350.0,Aadhar Card,Shahrukh Khan,Ayesha Bano,"153, Vaishali Nagar, Jaipur",IPC 358,auto lifting,A case of auto lifting was reported near outside the dispensary in Mansarovar.,Not applicable,Case registered and investigation taken up,Signed,ASI Ajay Nagar,Sub-Inspector,RJ2999,Medium,,,,,,,,,,,,,,
1466.0,Hiran Magri PS,Jhunjhunu,FIR/2025/1466,07-09-2025 10:18 PM,Written,29-05-2025,near the dairy booth in Pratap Nagar,Saira Begum,Aman Khan,55.0,Male,"21, Amer, Dungarpur",9401825186.0,Aadhar Card,Lubna Bano,Sarita Kumari,"21, Amer, Dungarpur",IPC 182,domestic argument,A case of domestic argument was reported near near the dairy booth in Pratap Nagar.,Not applicable,Case registered and investigation taken up,Signed,Inspector Neha Solanki,Sub-Inspector,RJ6650,Low,,,,,,,,,,,,,,
1467.0,Mahwa PS,Bikaner,FIR/2025/1467,07-09-2025 10:18 PM,Written,02-02-2025,near the farm fields in Sanganer outskirts,Nitin Meena,Poonam Kumari,53.0,Male,"147, Rajendra Vihar, Dungarpur",9806260832.0,Aadhar Card,Unknown person(s),,,IPC 111,unfound object,A case of unfound object was reported near near the farm fields in Sanganer outskirts.,Not applicable,Case registered and investigation taken up,Signed,ASI Yogesh Purohit,Sub-Inspector,RJ6047,Low,,,,,,,,,,,,,,
1469.0,Lalkothi PS,Jaisalmer,FIR/2025/1469,07-09-2025 10:18 PM,Written,20-01-2025,outside SMS Hospital emergency gate,Geeta Bai,Shabnam Begum,23.0,Male,"196, Malviya Nagar, Kishangarh",9970129630.0,Aadhar Card,Lokesh Kumawat,Gopal Mali,"196, Malviya Nagar, Kishangarh",IPC 324,domestic argument,A case of domestic argument was reported near outside SMS Hospital emergency gate.,Not applicable,Case registered and investigation taken up,Signed,ASI Mahesh Saini,Sub-Inspector,RJ2079,Low,,,,,,,,,,,,,,
1473.0,C-Scheme PS,Tonk,FIR/2025/1473,07-09-2025 10:18 PM,Written,21-06-2025,near the mobile shop in Bani Park,Anjum Bano,Javed Ali,56.0,Male,"149, Malviya Nagar, Beawar",9752838592.0,Aadhar Card,Poonam Kumari,Saira Begum,"149, Malviya Nagar, Beawar",IPC 510,break-in,A case of break-in was reported near near the mobile shop in Bani Park.,Not applicable,Case registered and investigation taken up,Signed,SI Gopal Mali,Sub-Inspector,RJ6083,Medium,,,,,,,,,,,,,,
1474.0,Dausa PS,Ajmer,FIR/2025/1474,07-09-2025 10:18 PM,Written,29-11-2024,near the coaching hub in Kota,Karan Bishnoi,Tushar Meena,47.0,Male,"41, Nasirabad, Makrana",9702191128.0,Aadhar Card,Iqbal Hussain,Mahendra Rathore,"41, Nasirabad, Makrana",IPC 471,encroachment,A case of encroachment was reported near near the coaching hub in Kota.,Not applicable,Case registered and investigation taken up,Signed,ASI Ajay Nagar,Sub-Inspector,RJ3323,Medium,,,,,,,,,,,,,,
1479.0,Nasirabad PS,Bikaner,FIR/2025/1479,07-09-2025 10:18 PM,Written,28-07-2025,at the footbridge near Tonk Road,Pushpa Devi,Rukhsar Khan,30.0,Male,"165, Malviya Nagar, Udaipur",9143494590.0,Aadhar Card,Unknown person(s),,,IPC 125,small altercation,A case of small altercation was reported near at the footbridge near Tonk Road.,Not applicable,Case registered and investigation taken up,Signed,SI Babita Kumari,Sub-Inspector,RJ8842,Low,,,,,,,,,,,,,,
1482.0,Gumanpura PS,Tonk,FIR/2025/1482,07-09-2025 10:18 PM,Written,15-09-2024,outside the textile shop in Johari Bazaar,Babita Kumari,Yogesh Purohit,47.0,Male,"195, Neem Ka Thana, Balotra",9609828763.0,Aadhar Card,Tushar Meena,Kalpana Devi,"195, Neem Ka Thana, Balotra",IPC 475,domestic argument,A case of domestic argument was reported near outside the textile shop in Johari Bazaar.,Not applicable,Case registered and investigation taken up,Signed,Inspector Suman Sharma,Sub-Inspector,RJ6813,Low,,,,,,,,,,,,,,
1488.0,Kotputli PS,Jaipur,FIR/2025/1488,07-09-2025 10:18 PM,Written,23-02-2025,in Malviya Nagar Block C,Shahrukh Khan,Mahendra Rathore,20.0,Male,"115, Moti Dungri Road, Karauli",9461206474.0,Aadhar Card,Unknown person(s),,,IPC 400,small altercation,A case of small altercation was reported near in Malviya Nagar Block C.,Not applicable,Case registered and investigation taken up,Signed,SI Gopal Mali,Sub-Inspector,RJ1074,Low,,,,,,,,,,,,,,
1489.0,Bani Park PS,Barmer,FIR/2025/1489,07-09-2025 10:18 PM,Written,11-07-2025,in Malviya Nagar Block C,Kishan Suthar,Vikram Choudhary,35.0,Male,"36, Civil Lines, Kishangarh",9253154293.0,Aadhar Card,Unknown person(s),,,IPC 427,kidnapping,A minor was abducted. The family suspects known individuals.,Not applicable,Case registered and investigation taken up,Signed,ASI Omprakash Jat,Sub-Inspector,RJ4818,High,,,,,,,,,,,,,,
1494.0,Vigyan Nagar PS,Jaisalmer,FIR/2025/1494,07-09-2025 10:18 PM,Written,19-02-2025,near Bapu Bazaar,Poonam Kumari,Nitin Meena,28.0,Female,"76, Kotputli, Karauli",9547585254.0,Aadhar Card,Unknown person(s),,,IPC 350,online fraud,A case of online fraud was reported near near Bapu Bazaar.,Not applicable,Case registered and investigation taken up,Signed,ASI Mohammad Rafiq,Sub-Inspector,RJ4587,Medium,,,,,,,,,,,,,,
1495.0,Chomu PS,Sikar,FIR/2025/1495,07-09-2025 10:18 PM,Written,31-10-2024,outside Gaurav Tower,Imran Khan,Devendra Suthar,60.0,Female,"111, Nasirabad, Bikaner",9687121792.0,Aadhar Card,Unknown person(s),,,IPC 142,minor stealing,A case of minor stealing was reported near outside Gaurav Tower.,Not applicable,Case registered and investigation taken up,Signed,Inspector Imran Khan,Sub-Inspector,RJ6518,Low,,,,,,,,,,,,,,
1496.0,Nasirabad PS,Chittorgarh,FIR/2025/1496,07-09-2025 10:18 PM,Written,09-11-2024,outside the hospital in Alwar,Wasim Akram,Bhupendra Jat,64.0,Male,"183, Indira Nagar, Kota",9521193131.0,Aadhar Card,Unknown person(s),,,IPC 445,lost property,Valuable item went missing. No suspects identified.,Not applicable,Case registered and investigation taken up,Signed,SI Zeenat Bano,Sub-Inspector,RJ2616,Low,,,,,,,,,,,,,,
1499.0,Tonk Road PS,Kota,FIR/2025/1499,07-09-2025 10:18 PM,Written,20-10-2024,at the toll plaza on NH-8,Laxmi Bai,Shabnam Begum,29.0,Female,"7, Kotputli, Nathdwara",9248370330.0,Aadhar Card,Unknown person(s),,,IPC 118,land dispute,Boundary violation reported. Dispute over ancestral land.,Not applicable,Case registered and investigation taken up,Signed,ASI Omprakash Jat,Sub-Inspector,RJ1876,Medium,,,,,,,,,,,,,,
1503.0,Mansarovar PS,Bikaner,FIR/2025/1503,07-09-2025 10:18 PM,Written,17-10-2024,outside the coaching center in Gopalpura,Pinki Kumari,Omprakash Jat,62.0,Male,"195, Malviya Nagar, Karauli",9367619248.0,Aadhar Card,Unknown person(s),,,IPC 433,robbery with weapon,A case of robbery with weapon was reported near outside the coaching center in Gopalpura.,Not applicable,Case registered and investigation taken up,Signed,ASI Rekha Kumari,Sub-Inspector,RJ8714,High,,,,,,,,,,,,,,
1506.0,Kalwar Road PS,Chittorgarh,FIR/2025/1506,07-09-2025 10:18 PM,Written,05-06-2025,at the ATM near Lalkothi,Rajendra Singh,Nitin Meena,61.0,Female,"20, Laxmi Colony, Chittorgarh",9122896609.0,Aadhar Card,Lubna Bano,Priya Choudhary,"20, Laxmi Colony, Chittorgarh",IPC 207,non-fatal accident,A road accident occurred. Minor injuries reported.,Not applicable,Case registered and investigation taken up,Signed,Inspector Karan Bishnoi,Sub-Inspector,RJ6864,Medium,,,,,,,,,,,,,,
1508.0,C-Scheme PS,Bikaner,FIR/2025/1508,07-09-2025 10:18 PM,Written,21-08-2025,at the dhaba on Jaipur-Agra highway,Vikram Choudhary,Kiran Kumari,18.0,Male,"33, Laxmi Colony, Makrana",9675780695.0,Aadhar Card,Unknown person(s),,,IPC 178,boundary violation,A case of boundary violation was reported near at the dhaba on Jaipur-Agra highway.,Not applicable,Case registered and investigation taken up,Signed,ASI Tariq Hussain,Sub-Inspector,RJ5085,Medium,,,,,,,,,,,,,,
1509.0,Tijara PS,Bikaner,FIR/2025/1509,07-09-2025 10:18 PM,Written,05-03-2025,outside the post office in Adarsh Nagar,Priya Choudhary,Tarun Rathore,48.0,Female,"45, Kishangarh, Sri Ganganagar",9853592120.0,Aadhar Card,Kavita Yadav,Razia Bano,"45, Kishangarh, Sri Ganganagar",IPC 496,homicide,A case of homicide was reported near outside the post office in Adarsh Nagar.,Not applicable,Case registered and investigation taken up,Signed,Inspector Suman Sharma,Sub-Inspector,RJ3751,High,,,,,,,,,,,,,,
1512.0,Losal PS,Alwar,FIR/2025/1512,07-09-2025 10:18 PM,Written,14-09-2024,at the entrance of World Trade Park,Suresh Saini,Saira Begum,30.0,Female,"99, Pushkar, Neemrana",9692256292.0,Aadhar Card,Reema Kumari,Manish Sharma,"99, Pushkar, Neemrana",IPC 122,minor scuffle,A minor fight broke out. No injuries reported.,Not applicable,Case registered and investigation taken up,Signed,SI Nazma Bano,Sub-Inspector,RJ6957,Low,,,,,,,,,,,,,,
1513.0,Khairthal PS,Barmer,FIR/2025/1513,07-09-2025 10:18 PM,Written,08-01-2025,near the railway station in Bharatpur,Heena Kumari,Kishan Suthar,49.0,Female,"3, Kalwad, Hanumangarh",9118283584.0,Aadhar Card,Karan Bishnoi,Meena Kumari,"3, Kalwad, Hanumangarh",IPC 363,molestation,A case of molestation was reported near near the railway station in Bharatpur.,Not applicable,Case registered and investigation taken up,Signed,Inspector Rajesh Yadav,Sub-Inspector,RJ9325,High,,,,,,,,,,,,,,
1516.0,Losal PS,Nagaur,FIR/2025/1516,07-09-2025 10:18 PM,Written,13-08-2025,outside SMS Hospital emergency gate,Poonam Kumari,Pushpa Devi,39.0,Male,"35, Kalwad, Bharatpur",9648385416.0,Aadhar Card,Priya Choudhary,Rani Bai,"35, Kalwad, Bharatpur",IPC 118,cheating,A case of cheating was reported near outside SMS Hospital emergency gate.,Not applicable,Case registered and investigation taken up,Signed,SI Deepak Choudhary,Sub-Inspector,RJ7117,Medium,,,,,,,,,,,,,,
1517.0,Losal PS,Dausa,FIR/2025/1517,07-09-2025 10:18 PM,Written,25-10-2024,at the market square in Tonk Phatak,Sarita Kumari,Nagma Bano,54.0,Female,"89, Bani Park, Chittorgarh",9122433865.0,Aadhar Card,Harish Meena,Kalpana Devi,"89, Bani Park, Chittorgarh",IPC 100,digital theft,A case of digital theft was reported near at the market square in Tonk Phatak.,Not applicable,Case registered and investigation taken up,Signed,Inspector Suman Sharma,Sub-Inspector,RJ2091,Medium,,,,,,,,,,,,,,
1520.0,Shastri Nagar PS,Chittorgarh,FIR/2025/1520,07-09-2025 10:18 PM,Written,20-12-2024,near MI Road crossing,Pinki Kumari,Tariq Khan,18.0,Female,"60, C-Scheme, Bharatpur",9175027982.0,Aadhar Card,Geeta Bai,Shahrukh Khan,"60, C-Scheme, Bharatpur",IPC 446,missing item,Item reported missing. Possibly lost.,Not applicable,Case registered and investigation taken up,Signed,SI Laxmi Bai,Sub-Inspector,RJ1187,Low,,,,,,,,,,,,,,
1521.0,Nasirabad PS,Jodhpur,FIR/2025/1521,07-09-2025 10:18 PM,Written,20-11-2024,near the railway station in Bharatpur,Suman Devi,Nazma Bano,32.0,Female,"175, Gandhi Path, Jodhpur",9513496929.0,Aadhar Card,Unknown person(s),,,IPC 397,property conflict,A case of property conflict was reported near near the railway station in Bharatpur.,Not applicable,Case registered and investigation taken up,Signed,SI Nitin Meena,Sub-Inspector,RJ2782,Medium,,,,,,,,,,,,,,
1522.0,Bandikui PS,Chittorgarh,FIR/2025/1522,07-09-2025 10:18 PM,Written,16-04-2025,outside the post office in Adarsh Nagar,Shalini Verma,Pinki Kumari,57.0,Male,"9, Malviya Nagar, Dungarpur",9992231883.0,Aadhar Card,Unknown person(s),,,IPC 130,robbery with weapon,A case of robbery with weapon was reported near outside the post office in Adarsh Nagar.,Not applicable,Case registered and investigation taken up,Signed,ASI Yogesh Purohit,Sub-Inspector,RJ8979,High,,,,,,,,,,,,,,
1523.0,Khandela PS,Barmer,FIR/2025/1523,07-09-2025 10:18 PM,Written,26-09-2024,at the flyover near Ajmer Road,Kusum Lata,Sakina Bano,20.0,Female,"180, Laxmi Colony, Ajmer",9361618766.0,Aadhar Card,Reema Kumari,Narendra Dangi,"180, Laxmi Colony, Ajmer",IPC 368,robbery with weapon,A case of robbery with weapon was reported near at the flyover near Ajmer Road.,Not applicable,Case registered and investigation taken up,Signed,SI Reema Kumari,Sub-Inspector,RJ6475,High,,,,,,,,,,,,,,
1524.0,Dudu PS,Jaipur,FIR/2025/1524,07-09-2025 10:18 PM,Written,02-05-2025,outside Raj Mandir Cinema,Rajesh Solanki,Omprakash Jat,20.0,Male,"70, Sodala, Ajmer",9144262829.0,Aadhar Card,Gopal Mali,Nisha Kumari,"70, Sodala, Ajmer",IPC 189,serious assault,The complainant was severely beaten. Medical aid was provided.,Not applicable,Case registered and investigation taken up,Signed,SI Rani Bai,Sub-Inspector,RJ4777,High,,,,,,,,,,,,,,
1527.0,Alwar Rural PS,Alwar,FIR/2025/1527,07-09-2025 10:18 PM,Written,07-08-2025,outside the dispensary in Mansarovar,Manju Devi,Kavita Yadav,43.0,Female,"155, Phagi, Nathdwara",9450127401.0,Aadhar Card,Suresh Saini,Salman Khan,"155, Phagi, Nathdwara",IPC 377,cheating,A case of cheating was reported near outside the dispensary in Mansarovar.,Not applicable,Case registered and investigation taken up,Signed,SI Saira Begum,Sub-Inspector,RJ8362,Medium,,,,,,,,,,,,,,
1528.0,Amer PS,Jhunjhunu,FIR/2025/1528,07-09-2025 10:18 PM,Written,25-02-2025,at the flyover near Ajmer Road,Omprakash Jat,Archana Kumari,51.0,Female,"19, Amer, Sikar",9278538178.0,Aadhar Card,Unknown person(s),,,IPC 115,land dispute,Boundary violation reported. Dispute over ancestral land.,Not applicable,Case registered and investigation taken up,Signed,ASI Wasim Akram,Sub-Inspector,RJ1098,Medium,,,,,,,,,,,,,,
1531.0,Vaishali Nagar PS,Kota,FIR/2025/1531,07-09-2025 10:18 PM,Written,16-05-2025,at the dhaba on Jaipur-Agra highway,Imran Khan,Nazma Bano,22.0,Male,"14, Chaksu, Chittorgarh",9933208922.0,Aadhar Card,Rekha Jain,Mohammad Aslam,"14, Chaksu, Chittorgarh",IPC 307,auto lifting,A case of auto lifting was reported near at the dhaba on Jaipur-Agra highway.,Not applicable,Case registered and investigation taken up,Signed,SI Saira Begum,Sub-Inspector,RJ2623,Medium,,,,,,,,,,,,,,
1537.0,Jagatpura PS,Ajmer,FIR/2025/1537,07-09-2025 10:18 PM,Written,19-11-2024,near the park in Nirman Nagar,Pinki Kumari,Rohit Gurjar,21.0,Female,"18, Kishangarh, Jalore",9874239549.0,Aadhar Card,Babita Kumari,Zeenat Bano,"18, Kishangarh, Jalore",IPC 262,armed robbery,A robbery involving weapons took place. Witnesses are being questioned.,Not applicable,Case registered and investigation taken up,Signed,SI Nitin Meena,Sub-Inspector,RJ7627,High,,,,,,,,,,,,,,
